price_basis,provinsi,year,quarter,period,sector_code,sector_name,value_billion_idr
ADHK,Papua,2020,Q2,2020Q2,B,Pertambangan dan Penggalian,10853.13
ADHK,Papua,2020,Q2,2020Q2,C,Industri Pengolahan,731.04
ADHK,Papua,2020,Q2,2020Q2,D,Pengadaan Listrik dan Gas,13.52
ADHK,Papua,2020,Q2,2020Q2,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",19.52
ADHK,Papua,2020,Q2,2020Q2,F,Konstruksi,4537.75
ADHK,Papua,2020,Q2,2020Q2,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",3161.85
ADHK,Papua,2020,Q2,2020Q2,H,Transportasi dan Pergudangan,912.89
ADHK,Papua,2020,Q2,2020Q2,I,Penyediaan Akomodasi dan Makan Minum,210.25
ADHK,Papua,2020,Q2,2020Q2,J,Informasi dan Komunikasi,1537.35
ADHK,Papua,2020,Q2,2020Q2,K,Jasa Keuangan dan Asuransi,539.3
ADHK,Papua,2020,Q2,2020Q2,L,Real Estate,977.89
ADHK,Papua,2020,Q2,2020Q2,MN,Jasa Perusahaan,404.16
ADHK,Papua,2020,Q2,2020Q2,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3380.43
ADHK,Papua,2020,Q2,2020Q2,P,Jasa Pendidikan,836.72
ADHK,Papua,2020,Q2,2020Q2,PDRB,Produk Domestik Regional Bruto,33250.24
ADHK,Papua,2020,Q2,2020Q2,Q,Jasa Kesehatan dan Kegiatan Sosial,646.05
ADHK,Papua,2020,Q2,2020Q2,RSTU,Jasa Lainnya,411.56
ADHK,Papua,2020,Q3,2020Q3,A,"Pertanian, Kehutanan dan Perikanan",4112.81
ADHK,Papua,2020,Q3,2020Q3,B,Pertambangan dan Penggalian,12142.68
ADHK,Papua,2020,Q3,2020Q3,C,Industri Pengolahan,711.35
ADHK,Papua,2020,Q3,2020Q3,D,Pengadaan Listrik dan Gas,13.54
ADHK,Papua,2020,Q3,2020Q3,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",19.43
ADHK,Papua,2020,Q3,2020Q3,F,Konstruksi,4730.24
ADHK,Papua,2020,Q3,2020Q3,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",3277.28
ADHK,Papua,2020,Q3,2020Q3,H,Transportasi dan Pergudangan,1073.55
ADHK,Papua,2020,Q3,2020Q3,I,Penyediaan Akomodasi dan Makan Minum,218.12
ADHK,Papua,2020,Q3,2020Q3,J,Informasi dan Komunikasi,1539.93
ADHK,Papua,2020,Q3,2020Q3,K,Jasa Keuangan dan Asuransi,559.85
ADHK,Papua,2020,Q3,2020Q3,L,Real Estate,998.49
ADHK,Papua,2020,Q3,2020Q3,MN,Jasa Perusahaan,438.27
ADHK,Papua,2020,Q3,2020Q3,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3488.91
ADHK,Papua,2020,Q3,2020Q3,P,Jasa Pendidikan,854.73
ADHK,Papua,2020,Q3,2020Q3,PDRB,Produk Domestik Regional Bruto,35247.56
ADHK,Papua,2020,Q3,2020Q3,Q,Jasa Kesehatan dan Kegiatan Sosial,647.31
ADHK,Papua,2020,Q3,2020Q3,RSTU,Jasa Lainnya,421.08
ADHK,Papua,2020,Q4,2020Q4,A,"Pertanian, Kehutanan dan Perikanan",4162.25
ADHK,Papua,2020,Q4,2020Q4,B,Pertambangan dan Penggalian,13429.76
ADHK,Papua,2020,Q4,2020Q4,C,Industri Pengolahan,692.97
ADHK,Papua,2020,Q4,2020Q4,D,Pengadaan Listrik dan Gas,13.6
ADHK,Papua,2020,Q4,2020Q4,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",20.06
ADHK,Papua,2020,Q4,2020Q4,F,Konstruksi,4869.45
ADHK,Papua,2020,Q4,2020Q4,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",3319.78
ADHK,Papua,2020,Q4,2020Q4,H,Transportasi dan Pergudangan,1159.26
ADHK,Papua,2020,Q4,2020Q4,I,Penyediaan Akomodasi dan Makan Minum,231.65
ADHK,Papua,2020,Q4,2020Q4,J,Informasi dan Komunikasi,1571.38
ADHK,Papua,2020,Q4,2020Q4,K,Jasa Keuangan dan Asuransi,580.26
ADHK,Papua,2020,Q4,2020Q4,L,Real Estate,1021.68
ADHK,Papua,2020,Q4,2020Q4,MN,Jasa Perusahaan,448.13
ADHK,Papua,2020,Q4,2020Q4,O,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",3556.02
ADHK,Papua,2020,Q4,2020Q4,P,Jasa Pendidikan,878.78
ADHK,Papua,2020,Q4,2020Q4,PDRB,Produk Domestik Regional Bruto,37060.7
ADHK,Papua,2020,Q4,2020Q4,Q,Jasa Kesehatan dan Kegiatan Sosial,677.08
ADHK,Papua,2020,Q4,2020Q4,RSTU,Jasa Lainnya,428.6
ADHK,Papua,2021,Q1,2021Q1,A,"Pertanian, Kehutanan dan Perikanan",4138.87
ADHK,Papua,2021,Q1,2021Q1,B,Pertambangan dan Penggalian,14454.77
ADHK,Papua,2021,Q1,2021Q1,C,Industri Pengolahan,711.69
ADHK,Papua,2021,Q1,2021Q1,D,Pengadaan Listrik dan Gas,13.95
ADHK,Papua,2021,Q1,2021Q1,E,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",19.47
ADHK,Papua,2021,Q1,2021Q1,F,Konstruksi,4393.86
ADHK,Papua,2021,Q1,2021Q1,G,"Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",3205.56
ADHK,Papua,2021,Q1,2021Q1,H,Transportasi dan Pergudangan,1157.42
ADHK,Papua,2021,Q1,2021Q1,I,Penyediaan Akomodasi dan Makan Minum,222.66
ADHK,Papua,2021,Q1,2021Q1,J,Informasi dan Komunikasi,1570.59
ADHK,Papua,2021,Q1,2021Q1,K,Jasa Keuangan dan Asuransi,579.36
ADHK,Papua,2021,Q1,2021Q1,L,Real Estate,1022.18
ADHK,Papua,2021,Q1,2021Q1,MN,Jasa Perusahaan,430.95
